Alignment_name	No_of_taxa	Alignment_length	Total_matrix_cells	Undetermined_characters	Missing_percent	No_variable_sites	Proportion_variable_sites	Parsimony_informative_sites	Proportion_parsimony_informative	AT_content	GC_content	A	C	G	T	K	M	R	Y	S	W	B	V	H	D	X	N	O	-	?
AHE-L389.fasta	114	1083	123462	2269	1.838	474	0.438	357	0.33	0.563	0.437	34901	26342	26638	33274	0	0	22	16	0	0	0	0	0	0	0	72	0	2197	0
AHE-L39.fasta	121	1539	186219	7491	4.023	706	0.459	479	0.311	0.579	0.421	56125	34098	41104	47286	4	4	41	50	0	3	2	2	4	5	0	90	0	7401	0
AHE-L390.fasta	113	1371	154923	3317	2.141	565	0.412	380	0.277	0.57	0.43	48319	33360	31792	38091	0	0	17	27	0	0	0	0	0	0	0	52	0	3265	0
AHE-L391.fasta	114	1575	179550	9133	5.087	848	0.538	602	0.382	0.502	0.498	52692	44361	40370	32847	0	0	71	76	0	0	0	0	0	0	0	190	0	8943	0
AHE-L392.fasta	113	912	103056	3215	3.12	416	0.456	298	0.327	0.476	0.524	18375	26057	26132	29161	0	0	49	67	0	0	0	0	0	0	0	394	0	2821	0
AHE-L393.fasta	114	1347	153558	5150	3.354	588	0.437	397	0.295	0.467	0.533	35238	46059	33050	33961	0	0	35	65	0	0	0	0	0	0	0	273	0	4877	0
AHE-L394.fasta	113	1383	156279	10704	6.849	665	0.481	443	0.32	0.497	0.503	41883	36021	37112	30461	0	1	70	27	0	0	0	0	0	0	0	263	0	10441	0
AHE-L395.fasta	114	1353	154242	3343	2.167	656	0.485	391	0.289	0.553	0.447	47206	38456	28922	36262	0	0	26	27	0	0	0	0	0	0	0	55	0	3288	0
AHE-L396.fasta	111	1818	201798	8607	4.265	1021	0.562	698	0.384	0.583	0.417	58046	37591	42973	54504	0	0	34	43	0	0	0	0	0	0	0	70	0	8537	0
AHE-L397.fasta	113	1302	147126	30907	21.007	913	0.701	580	0.445	0.645	0.355	35349	19313	21596	39917	0	1	23	20	0	0	0	0	0	0	0	731	0	30176	0
AHE-L398.fasta	112	1125	126000	11105	8.813	282	0.251	130	0.116	0.622	0.378	34318	20295	23149	37115	0	0	8	10	0	0	0	0	0	0	0	1380	0	9725	0
AHE-L399.fasta	114	1380	157320	6116	3.888	634	0.459	368	0.267	0.548	0.452	43319	38676	29620	39554	0	0	20	15	0	0	0	0	0	0	0	44	0	6072	0
AHE-L4.fasta	17	1320	22440	2759	12.295	687	0.52	472	0.358	0.362	0.638	3697	7207	5362	3411	0	2	2	0	0	0	0	0	0	0	0	80	0	2679	0
AHE-L40.fasta	121	1599	193479	10530	5.442	730	0.457	475	0.297	0.542	0.458	53934	42504	41167	45266	4	2	30	33	4	3	1	0	0	1	0	238	0	10292	0
AHE-L400.fasta	39	1395	54405	15556	28.593	735	0.527	486	0.348	0.446	0.554	10199	10679	10880	7091	0	0	0	0	0	0	0	0	0	0	0	5	0	15551	0
AHE-L401.fasta	114	1356	154584	12885	8.335	463	0.341	351	0.259	0.56	0.44	47846	31648	30721	31314	0	0	89	81	0	0	0	0	0	0	0	2206	0	10679	0
AHE-L402.fasta	28	423	11844	2233	18.853	332	0.785	282	0.667	0.374	0.626	1796	2919	3075	1821	0	0	0	0	0	0	0	0	0	0	0	16	0	2217	0
AHE-L403.fasta	14	1389	19446	4687	24.103	819	0.59	550	0.396	0.357	0.643	2599	5619	3849	2692	0	0	0	0	0	0	0	0	0	0	0	13	0	4674	0
AHE-L41.fasta	114	1371	156294	8756	5.602	697	0.508	503	0.367	0.528	0.472	42493	34950	34681	35372	0	0	22	20	0	0	0	0	0	0	0	100	0	8656	0
AHE-L42.fasta	122	1503	183366	4881	2.662	724	0.482	617	0.411	0.548	0.452	50669	41049	39438	47234	2	3	40	42	0	1	4	2	0	1	0	56	0	4825	0
AHE-L43.fasta	121	1467	177507	5298	2.985	719	0.49	521	0.355	0.563	0.437	49547	35323	39838	47421	0	0	40	38	0	0	0	1	0	1	0	436	0	4862	0
AHE-L44.fasta	121	1542	186582	6621	3.549	652	0.423	468	0.304	0.568	0.432	50976	35442	42330	51142	0	0	28	42	0	0	0	0	0	1	0	122	0	6499	0
AHE-L46.fasta	100	1566	156600	21358	13.639	955	0.61	663	0.423	0.577	0.423	41876	30677	26447	36174	0	0	31	33	0	0	1	1	1	1	0	92	0	21266	0
AHE-L47.fasta	93	1356	126108	5030	3.989	1015	0.749	736	0.543	0.539	0.461	36534	28652	27079	28733	0	1	41	35	0	0	0	1	1	1	0	143	0	4887	0
AHE-L48.fasta	90	1185	106650	7561	7.09	828	0.699	548	0.462	0.624	0.376	30752	16931	20305	31034	0	0	28	37	0	0	1	1	0	0	0	50	0	7511	0
AHE-L49.fasta	121	1401	169521	5077	2.995	485	0.346	277	0.198	0.576	0.424	52862	32569	37126	41810	2	5	33	19	1	3	5	4	2	3	0	51	0	5026	0
AHE-L5.fasta	117	1122	131274	14410	10.977	641	0.571	452	0.403	0.437	0.563	24777	34618	30903	26364	0	0	90	102	0	0	3	2	3	2	0	177	0	14233	0
AHE-L50.fasta	120	1524	182880	17136	9.37	870	0.571	611	0.401	0.58	0.42	50829	30698	38754	44873	1	0	429	155	0	0	0	1	3	1	0	1890	0	15246	0
AHE-L51.fasta	121	1449	175329	8310	4.74	810	0.559	554	0.382	0.598	0.402	54450	31721	35416	45358	0	0	31	42	1	0	0	0	0	0	0	68	0	8242	0
AHE-L52.fasta	122	1656	202032	17493	8.659	788	0.476	540	0.326	0.502	0.498	40698	51762	40077	51926	1	0	34	36	0	1	0	2	2	0	0	424	0	17069	0
AHE-L53.fasta	89	414	36846	3691	10.017	183	0.442	136	0.329	0.52	0.48	9930	8150	7719	7349	0	0	5	1	0	0	0	0	1	0	0	52	0	3639	0
AHE-L54.fasta	122	984	120048	7798	6.496	459	0.466	362	0.368	0.481	0.519	34605	27047	31111	19410	0	0	47	26	1	0	1	0	2	0	0	649	0	7149	0
AHE-L55.fasta	122	1338	163236	8240	5.048	522	0.39	290	0.217	0.502	0.498	43298	40663	36484	34499	0	0	17	22	0	1	3	3	4	2	0	998	0	7242	0
AHE-L56.fasta	122	1539	187758	8159	4.345	685	0.445	433	0.281	0.494	0.506	42803	48621	42054	45962	3	3	41	75	3	0	15	11	5	3	0	317	0	7842	0
AHE-L57.fasta	121	1338	161898	7706	4.76	563	0.421	359	0.268	0.605	0.395	46142	29238	31630	47143	0	0	20	19	0	0	0	0	0	0	0	48	0	7658	0
AHE-L58.fasta	121	1416	171336	9186	5.361	789	0.557	509	0.359	0.579	0.421	51243	35406	32899	42534	1	0	42	24	1	0	0	0	0	0	0	298	0	8888	0
AHE-L59.fasta	110	573	63030	4645	7.37	298	0.52	189	0.33	0.566	0.434	15071	12986	12323	17987	1	0	9	7	0	0	0	1	0	0	0	175	0	4470	0
AHE-L60.fasta	122	1596	194712	9283	4.768	442	0.277	236	0.148	0.579	0.421	59425	44845	33196	47856	3	5	42	38	1	3	3	2	3	7	0	211	0	9072	0
AHE-L61.fasta	122	1656	202032	11194	5.541	538	0.325	349	0.211	0.49	0.51	50072	54537	42665	43478	1	4	27	30	0	0	6	5	10	3	0	185	0	11009	0
AHE-L62.fasta	119	1755	208845	13775	6.596	854	0.487	529	0.301	0.588	0.412	68563	34966	45297	46115	2	0	75	50	1	1	0	0	0	0	0	219	0	13556	0
AHE-L63.fasta	120	1797	215640	12263	5.687	888	0.494	583	0.324	0.565	0.435	66739	44814	43666	48079	2	0	35	39	0	0	1	0	2	0	0	452	0	11811	0
AHE-L64.fasta	118	1764	208152	9797	4.707	749	0.425	495	0.281	0.56	0.44	60753	40002	47138	50389	1	0	37	33	1	1	0	0	0	0	0	155	0	9642	0
AHE-L65.fasta	120	1755	210600	8526	4.048	722	0.411	470	0.268	0.586	0.414	66343	35948	47583	52102	1	0	58	37	0	1	0	0	0	1	0	400	0	8126	0
AHE-L66.fasta	118	744	87792	17783	20.256	286	0.384	156	0.21	0.564	0.436	23458	13572	16930	16028	0	1	12	7	0	0	0	0	0	1	0	131	0	17652	0
AHE-L67.fasta	120	1713	205560	28504	13.867	752	0.439	498	0.291	0.569	0.431	57611	36693	39565	43119	1	0	30	36	0	0	0	0	1	0	0	251	0	28253	0
AHE-L68.fasta	111	1371	152181	22377	14.704	622	0.454	379	0.276	0.614	0.386	40440	23052	26923	39319	0	0	25	44	0	0	0	1	0	0	0	262	0	22115	0
AHE-L69.fasta	117	1473	172341	49358	28.64	860	0.584	608	0.413	0.587	0.413	35583	24886	25864	36438	1	0	96	108	1	1	0	2	1	2	0	3665	0	45693	0
AHE-L7.fasta	96	1392	133632	7578	5.671	1049	0.754	729	0.524	0.516	0.484	34775	28225	32652	30238	4	0	85	70	0	0	1	2	2	0	0	174	0	7404	0
AHE-L70.fasta	115	1761	202515	26554	13.112	1046	0.594	689	0.391	0.603	0.397	53606	32306	37572	52343	0	0	54	79	0	0	1	0	0	0	0	823	0	25731	0
AHE-L71.fasta	107	963	103041	26877	26.084	508	0.528	311	0.323	0.581	0.419	22949	16601	15222	21346	0	0	28	16	1	1	0	0	0	0	0	390	0	26487	0
AHE-L72.fasta	27	1035	27945	6499	23.256	701	0.677	404	0.39	0.588	0.412	5888	4733	4020	6788	0	2	9	3	0	1	0	0	0	2	0	73	0	6426	0
AHE-L73.fasta	119	1689	200991	18062	8.986	1012	0.599	612	0.362	0.587	0.413	48818	42137	33447	58410	1	1	42	70	0	1	0	1	1	0	0	426	0	17636	0
AHE-L74.fasta	120	1554	186480	32446	17.399	1051	0.676	751	0.483	0.577	0.423	43318	30378	34684	45406	0	0	150	95	0	1	0	0	2	0	0	508	0	31938	0
AHE-L75.fasta	120	1509	181080	12783	7.059	712	0.472	507	0.336	0.589	0.411	53053	32484	36698	45967	0	0	38	57	0	0	0	0	0	0	0	105	0	12678	0
AHE-L76.fasta	122	1332	162504	5688	3.5	651	0.489	458	0.344	0.532	0.468	49340	39197	34162	34069	0	3	25	18	1	0	0	0	1	0	0	60	0	5628	0
AHE-L77.fasta	122	1719	209718	23378	11.147	958	0.557	624	0.363	0.473	0.527	47408	63441	34546	40811	2	1	49	80	0	0	1	0	1	0	0	569	0	22809	0
AHE-L78.fasta	120	1059	127080	5798	4.562	646	0.61	488	0.461	0.558	0.442	27863	29940	23621	39737	0	1	49	70	0	0	1	0	0	0	0	188	0	5610	0
AHE-L8.fasta	120	1560	187200	13590	7.26	857	0.549	617	0.396	0.524	0.476	50719	39007	43587	40170	0	1	57	65	1	0	2	1	0	0	0	114	0	13476	0
AHE-L80.fasta	121	699	84579	5353	6.329	350	0.501	242	0.346	0.501	0.499	21551	21178	18312	18131	0	0	24	30	0	0	0	0	0	0	0	137	0	5216	0
AHE-L81.fasta	119	1413	168147	13026	7.747	768	0.544	532	0.377	0.57	0.43	52896	29377	37209	35542	0	1	53	43	0	0	0	0	0	0	0	99	0	12927	0
AHE-L82.fasta	121	1383	167343	30111	17.994	656	0.474	424	0.307	0.433	0.567	31199	43120	34629	28216	0	2	30	29	1	0	0	3	2	1	0	319	0	29792	0
AHE-L83.fasta	114	1353	154242	40552	26.291	933	0.69	539	0.398	0.59	0.41	39388	22142	24349	27750	0	0	36	25	0	0	0	0	0	0	0	774	0	39778	0
AHE-L84.fasta	118	1674	197532	72777	36.843	656	0.392	400	0.239	0.444	0.556	29795	35086	34512	25327	1	0	15	18	0	0	1	0	0	0	0	421	0	72356	0
AHE-L85.fasta	122	1056	128832	3187	2.474	599	0.567	432	0.409	0.569	0.431	30268	30713	23447	41173	0	0	17	22	0	1	2	1	1	0	0	62	0	3125	0
AHE-L86.fasta	101	1710	172710	16973	9.827	619	0.362	396	0.232	0.597	0.403	48803	32878	29892	44068	1	0	46	43	1	0	2	1	0	2	0	72	0	16901	0
AHE-L87.fasta	121	1284	155364	2559	1.647	476	0.371	337	0.262	0.572	0.428	49460	32930	32490	37812	3	4	34	44	0	5	4	5	7	7	0	126	0	2433	0
AHE-L88.fasta	122	1545	188490	39920	21.179	910	0.589	639	0.414	0.582	0.418	47924	28122	33680	38754	0	1	51	35	1	1	0	1	0	0	0	829	0	39091	0
AHE-L89.fasta	83	1347	111801	45287	40.507	505	0.375	312	0.232	0.619	0.381	22196	11653	13737	18912	3	0	8	4	0	1	0	0	0	0	0	124	0	45163	0
AHE-L9.fasta	121	1569	189849	28271	14.891	939	0.598	683	0.435	0.464	0.536	40894	48361	38261	33847	1	0	112	97	2	0	2	0	0	1	0	852	0	27419	0
AHE-L90.fasta	94	1431	134514	13373	9.942	979	0.684	635	0.444	0.64	0.36	52292	17352	26236	25184	0	2	39	31	0	3	0	0	1	1	0	65	0	13308	0
AHE-L91.fasta	113	1521	171873	31950	18.589	968	0.636	698	0.459	0.566	0.434	47841	30077	30818	31107	1	4	54	16	0	1	1	1	1	1	0	245	0	31705	0
AHE-L92.fasta	121	1350	163350	27389	16.767	611	0.453	461	0.341	0.476	0.524	34423	35635	35559	30248	0	0	40	52	1	1	1	0	1	0	0	113	0	27276	0
AHE-L93.fasta	122	1719	209718	28516	13.597	742	0.432	458	0.266	0.583	0.417	55230	36299	39178	50444	1	0	25	24	1	0	0	0	0	0	0	763	0	27753	0
AHE-L94.fasta	121	1524	184404	18549	10.059	1026	0.673	681	0.447	0.561	0.439	52970	34047	38595	40165	0	1	42	34	0	1	0	0	0	0	0	272	0	18277	0
AHE-L95.fasta	121	1791	216711	16903	7.8	962	0.537	619	0.346	0.516	0.484	58017	53917	42820	44986	0	0	35	32	0	0	0	1	0	0	0	305	0	16598	0
AHE-L96.fasta	103	1659	170877	71758	41.994	658	0.397	433	0.261	0.475	0.525	25974	24284	27702	21138	1	1	5	11	0	1	2	0	0	0	0	151	0	71607	0
AHE-L97.fasta	120	1386	166320	10408	6.258	890	0.642	586	0.423	0.594	0.406	42418	33888	29382	50156	0	0	36	31	1	0	0	0	0	0	0	242	0	10166	0
AHE-L98.fasta	113	1830	206790	16777	8.113	760	0.415	546	0.298	0.524	0.476	63396	43074	47034	36382	1	1	57	58	2	1	4	0	0	3	0	284	0	16493	0
AHE-L99.fasta	120	1521	182520	15935	8.731	1018	0.669	717	0.471	0.505	0.495	56524	41835	40624	27466	0	1	60	64	1	1	3	2	2	2	0	252	0	15683	0
